date,web_name,team,price_prev,new_price,direction
2026-01-04,Gabriel,Arsenal,6.5,6.6,up
2026-01-04,Merino,Arsenal,5.8,5.7,down
2026-01-04,Rogers,Aston Villa,7.5,7.6,up
2026-01-04,Chalobah,Chelsea,5.6,5.5,down
2026-01-04,Lacroix,Crystal Palace,5.2,5.1,down
2026-01-04,Richards,Crystal Palace,4.5,4.4,down
2026-01-04,Pickford,Everton,5.5,5.6,up
2026-01-04,Bruno G.,Newcastle,7.0,7.1,up
2026-01-04,Sadiki,Sunderland,5.0,4.9,down
2026-01-04,Roefs,Sunderland,4.8,4.9,up
2026-01-04,Agbadou,Wolves,4.3,4.2,down
