date,web_name,team,price_prev,new_price,direction
2026-02-28,J.Timber,Arsenal,6.4,6.3,down
2026-02-28,Rice,Arsenal,7.6,7.5,down
2026-02-28,Scott,Bournemouth,5.0,5.1,up
2026-02-28,Collins,Brentford,5.0,4.9,down
2026-02-28,Minteh,Brighton,5.6,5.5,down
2026-02-28,Enzo,Chelsea,6.8,6.7,down
2026-02-28,João Pedro,Chelsea,7.7,7.6,down
2026-02-28,Wilson,Fulham,5.9,6.0,up
2026-02-28,Virgil,Liverpool,6.0,6.1,up
2026-02-28,Konaté,Liverpool,5.4,5.5,up
2026-02-28,Wirtz,Liverpool,8.4,8.3,down
2026-02-28,Ekitiké,Liverpool,8.9,9.0,up
2026-02-28,Aké,Man City,5.3,5.2,down
2026-02-28,Alleyne,Man City,4.1,4.0,down
2026-02-28,Dalot,Man Utd,4.5,4.6,up
2026-02-28,Šeško,Man Utd,7.2,7.3,up
2026-02-28,Bruno G.,Newcastle,6.9,6.8,down
2026-02-28,Brobbey,Sunderland,5.5,5.4,down
2026-02-28,Bentancur,Spurs,5.3,5.2,down
