date,web_name,team,price_prev,new_price,direction
2025-12-13,Calafiori,Arsenal,5.8,5.7,down
2025-12-13,White,Arsenal,5.3,5.4,up
2025-12-13,Merino,Arsenal,6.0,6.1,up
2025-12-13,Hincapie,Arsenal,5.4,5.5,up
2025-12-13,Cash,Aston Villa,4.8,4.9,up
2025-12-13,Hill,Bournemouth,4.0,3.9,down
2025-12-13,O.Dango,Brentford,6.0,6.1,up
2025-12-13,Thiago,Brentford,7.0,7.1,up
2025-12-13,Welbeck,Brighton,6.6,6.5,down
2025-12-13,Chalobah,Chelsea,5.3,5.4,up
2025-12-13,Tosin,Chelsea,4.2,4.1,down
2025-12-13,Caicedo,Chelsea,5.8,5.7,down
2025-12-13,Agbinone,Crystal Palace,4.4,4.3,down
2025-12-13,Ahamada,Crystal Palace,4.4,4.3,down
2025-12-13,Mateta,Crystal Palace,8.0,7.9,down
2025-12-13,Beto,Everton,5.1,5.0,down
2025-12-13,Wilson,Fulham,5.3,5.4,up
2025-12-13,Raúl,Fulham,6.2,6.3,up
2025-12-13,Gruev,Leeds,4.8,4.7,down
2025-12-13,Virgil,Liverpool,6.0,5.9,down
2025-12-13,Gakpo,Liverpool,7.5,7.4,down
2025-12-13,Ekitiké,Liverpool,8.4,8.5,up
2025-12-13,Foden,Man City,8.6,8.7,up
2025-12-13,Mbeumo,Man Utd,8.4,8.3,down
2025-12-13,B.Fernandes,Man Utd,9.1,9.2,up
2025-12-13,Bruno G.,Newcastle,6.9,7.0,up
2025-12-13,Milenković,Nott'm Forest,5.2,5.1,down
2025-12-13,Boly,Nott'm Forest,3.9,3.8,down
2025-12-13,Reinildo,Sunderland,4.0,3.9,down
2025-12-13,Adingra,Sunderland,5.0,4.9,down
2025-12-13,Rigg,Sunderland,4.8,4.7,down
2025-12-13,H.Jones,Sunderland,4.4,4.3,down
2025-12-13,Johnson,Spurs,6.6,6.5,down
2025-12-13,Bergvall,Spurs,5.4,5.3,down
2025-12-13,P.M.Sarr,Spurs,4.7,4.6,down
2025-12-13,Hee Chan,Wolves,5.7,5.6,down
