date,web_name,team,price_prev,new_price,direction
2025-10-06,Raya,Arsenal,5.6,5.7,up
2025-10-06,Thiago,Brentford,6.0,6.1,up
2025-10-06,Barry,Everton,5.8,5.7,down
2025-10-06,Berge,Fulham,5.0,4.9,down
2025-10-06,Harrison,Leeds,5.3,5.2,down
2025-10-06,Zirkzee,Man Utd,5.9,5.8,down
2025-10-06,N.Williams,Nott'm Forest,4.9,4.8,down
2025-10-06,Hudson-Odoi,Nott'm Forest,6.0,5.9,down
2025-10-06,Awoniyi,Nott'm Forest,5.3,5.2,down
2025-10-06,Neil,Sunderland,4.9,4.8,down
2025-10-06,Austin,Spurs,4.0,3.9,down
2025-10-06,Gray,Spurs,4.9,4.8,down
2025-10-06,Xavi,Spurs,7.1,7.0,down
