date,web_name,team,price_prev,new_price,direction
2025-12-15,Saka,Arsenal,10.2,10.3,up
2025-12-15,Thiago,Brentford,7.1,7.2,up
2025-12-15,Chalobah,Chelsea,5.4,5.5,up
2025-12-15,Muñoz,Crystal Palace,6.0,5.9,down
2025-12-15,Ekitiké,Liverpool,8.5,8.6,up
2025-12-15,Foden,Man City,8.7,8.8,up
2025-12-15,Cherki,Man City,6.4,6.5,up
2025-12-15,Doku,Man City,6.6,6.5,down
2025-12-15,Mbeumo,Man Utd,8.3,8.2,down
2025-12-15,B.Fernandes,Man Utd,9.2,9.3,up
2025-12-15,Van de Ven,Spurs,4.7,4.6,down
2025-12-15,Kudus,Spurs,6.5,6.4,down
2025-12-15,H.Bueno,Wolves,4.4,4.3,down
