date,web_name,team,price_prev,new_price,direction
2026-04-25,Rogers,Aston Villa,7.4,7.5,up
2026-04-25,Watkins,Aston Villa,8.7,8.8,up
2026-04-25,Rayan,Bournemouth,5.5,5.4,down
2026-04-25,O.Dango,Brentford,5.9,5.8,down
2026-04-25,Schade,Brentford,7.0,6.9,down
2026-04-25,Mbeumo,Man Utd,8.5,8.4,down
2026-04-25,B.Fernandes,Man Utd,10.3,10.4,up
2026-04-25,Cunha,Man Utd,8.0,8.1,up
2026-04-25,Gibbs-White,Nott'm Forest,7.5,7.6,up
2026-04-25,Igor Jesus,Nott'm Forest,5.8,5.9,up
2026-04-25,Pedro Porro,Spurs,5.1,5.2,up
2026-04-25,Solanke,Spurs,7.2,7.3,up
2026-04-25,Xavi,Spurs,6.5,6.6,up
2026-04-25,Bowen,West Ham,7.7,7.8,up
2026-04-25,Angel,Wolves,4.7,4.6,down
