date,web_name,team,price_prev,new_price,direction
2026-04-18,Gabriel,Arsenal,7.2,7.1,down
2026-04-18,Weiss,Burnley,4.3,4.2,down
2026-04-18,O.Dango,Brentford,6.0,5.9,down
2026-04-18,Strand Larsen,Crystal Palace,6.0,5.9,down
2026-04-18,Travers,Everton,4.3,4.2,down
2026-04-18,Andersen,Fulham,4.6,4.5,down
2026-04-18,Iwobi,Fulham,6.4,6.3,down
2026-04-18,Wilson,Fulham,6.1,6.0,down
2026-04-18,O'Reilly,Man City,5.0,5.1,up
2026-04-18,Cherki,Man City,6.3,6.4,up
2026-04-18,Šeško,Man Utd,7.4,7.3,down
2026-04-18,N.Williams,Nott'm Forest,4.7,4.8,up
2026-04-18,Potts,West Ham,4.4,4.3,down
2026-04-18,Tolu,Wolves,5.3,5.2,down
