date,web_name,team,price_prev,new_price,direction
2025-12-24,White,Arsenal,5.3,5.2,down
2025-12-24,Rice,Arsenal,7.1,7.2,up
2025-12-24,Merino,Arsenal,6.0,5.9,down
2025-12-24,Foster,Burnley,5.0,4.9,down
2025-12-24,Tzimas,Brighton,5.3,5.2,down
2025-12-24,Gittens,Chelsea,6.1,6.0,down
2025-12-24,Szoboszlai,Liverpool,6.7,6.6,down
2025-12-24,Foden,Man City,8.9,9.0,up
2025-12-24,B.Fernandes,Man Utd,9.4,9.3,down
2025-12-24,Anderson,Nott'm Forest,5.4,5.3,down
2025-12-24,Ballard,Sunderland,4.6,4.7,up
2025-12-24,Johnstone,Wolves,4.5,4.4,down
2025-12-24,Bentley,Wolves,4.0,3.9,down
