date,web_name,team,price_prev,new_price,direction
2026-05-02,Raya,Arsenal,6.0,6.1,up
2026-05-02,J.Timber,Arsenal,6.1,6.0,down
2026-05-02,Eze,Arsenal,7.2,7.3,up
2026-05-02,Muñoz,Crystal Palace,5.8,5.9,up
2026-05-02,Garner,Everton,5.3,5.2,down
2026-05-02,Wilson,Fulham,6.0,5.9,down
2026-05-02,Darlow,Leeds,3.9,4.0,up
2026-05-02,Struijk,Leeds,4.3,4.4,up
2026-05-02,Calvert-Lewin,Leeds,5.7,5.8,up
2026-05-02,Justin,Leeds,3.9,4.0,up
2026-05-02,Szoboszlai,Liverpool,7.1,7.0,down
2026-05-02,Ekitiké,Liverpool,9.1,9.0,down
2026-05-02,Semenyo,Man City,8.2,8.1,down
2026-05-02,Dalot,Man Utd,4.6,4.5,down
2026-05-02,Hall,Newcastle,5.4,5.3,down
2026-05-02,Solanke,Spurs,7.2,7.1,down
2026-05-02,Xavi,Spurs,6.5,6.4,down
2026-05-02,Mané,Wolves,4.3,4.2,down
