date,web_name,team,price_prev,new_price,direction
2025-12-31,Gabriel,Arsenal,6.3,6.4,up
2025-12-31,Mosquera,Arsenal,5.4,5.3,down
2025-12-31,Hincapie,Arsenal,5.5,5.4,down
2025-12-31,Anthony,Burnley,5.2,5.1,down
2025-12-31,Barnes,Burnley,4.3,4.2,down
2025-12-31,Bevan,Bournemouth,3.9,3.8,down
2025-12-31,O.Dango,Brentford,5.9,5.8,down
2025-12-31,Verbruggen,Brighton,4.4,4.5,up
2025-12-31,Tasker,Brighton,3.9,3.8,down
2025-12-31,Cucurella,Chelsea,6.2,6.1,down
2025-12-31,Mateta,Crystal Palace,7.7,7.6,down
2025-12-31,Bassey,Fulham,4.5,4.4,down
2025-12-31,Raúl,Fulham,6.3,6.2,down
2025-12-31,James,Leeds,5.3,5.2,down
2025-12-31,Calvert-Lewin,Leeds,5.8,5.9,up
2025-12-31,Trafford,Man City,4.6,4.5,down
2025-12-31,Gvardiol,Man City,6.0,6.1,up
2025-12-31,Yoro,Man Utd,4.3,4.2,down
2025-12-31,Heaven,Man Utd,3.8,3.9,up
2025-12-31,Cunha,Man Utd,8.1,8.2,up
2025-12-31,Hall,Newcastle,5.2,5.3,up
2025-12-31,Johnson,Sunderland,3.9,3.8,down
2025-12-31,Reinildo,Sunderland,3.9,3.8,down
